tile_id	chrom	dlam_mCh	siScr_mCh	dlam_DNK	tss_count	pc1_GSM3602088	pc1_GSM3602089	pc1_GSM3602090	pc1_GSM3602091	pc1_GSM3602092	pc1_GSM3602093
chr16:48000000-48500000	chr16	-0.190609	0.0623454	-0.0216827	4	-0.939918	-0.873649	-0.879741	-1.21573	-0.861823	-1.01597
chr16:48500000-49000000	chr16	0.0776823	0.614474	0.00829963	1	-1.20585	-1.13235	-1.17721	-1.1866	-1.21801	-1.17916
chr16:49000000-49500000	chr16	-0.177199	1.31127	0.00752489	2	-1.18814	-0.949873	-1.01129	-1.03109	-1.02867	-1.16661
chr16:49500000-50000000	chr16	-0.452466	1.01573	0.107423	1	0.718025	0.804994	0.560945	0.830601	0.599278	0.635395
chr16:50000000-50500000	chr16	-0.159534	0.109168	-0.0912651	5	1.15137	1.1968	0.92569	1.18235	0.926308	1.15295
chr16:50500000-51000000	chr16	-0.22922	0.937904	0.0228815	4	0.884015	0.764957	0.679027	0.822303	0.414556	0.704481
chr16:51000000-51500000	chr16	-0.067649	0.837628	-0.104767	1	0.600613	0.919073	0.0506159	0.785399	-0.290428	-0.166235
chr16:51500000-52000000	chr16	0.0668491	0.776294	-0.126512	1	-0.0312529	0.000133864	0.104819	0.316117	-0.538934	-0.238491
chr16:52000000-52500000	chr16	0.451579	0.820651	0.535376	0	-0.541078	-0.36261	-0.528821	-0.189925	-0.994054	-0.707363
chr16:52500000-53000000	chr16	0.17125	1.03527	0.331743	1	-0.116516	-0.101221	-0.43582	-0.163761	-1.17611	-0.775253
chr16:53000000-53500000	chr16	0.149906	-0.514404	0.00850402	3	0.95624	0.563315	0.889125	0.50482	0.33765	0.668055
chr16:53500000-54000000	chr16	-0.110147	-0.252685	-0.0768204	3	1.00436	1.10711	1.03162	1.03465	0.595723	0.487585
chr16:54000000-54500000	chr16	-0.25051	0.352028	-0.323291	1	0.837199	0.865714	0.837908	1.03395	0.504296	0.365968
chr16:54500000-55000000	chr16	0.00483077	0.678051	0.209131	1	0.622333	0.619738	0.736688	1.11602	0.343168	0.378642
chr16:55000000-55500000	chr16	0.118438	0.953612	0.118499	2	0.487374	0.536903	0.553234	0.769014	0.158617	0.221535
chr16:55500000-56000000	chr16	-0.057096	0.759267	0.13655	5	0.314771	0.284858	0.455955	0.847224	-0.285176	-0.209699
chr16:56000000-56500000	chr16	0.290504	0.259735	0.315251	4	0.910144	0.763378	1.04089	1.2392	0.764163	1.00105
chr16:56500000-57000000	chr16	-0.210471	-0.470633	-0.0200438	17	1.39419	1.3349	1.29117	1.41996	1.39277	1.39327
chr16:57000000-57500000	chr16	0.177735	-0.854836	-0.0377413	12	1.4556	1.49857	1.34545	1.63224	1.50916	1.43045
chr16:57500000-58000000	chr16	-0.194474	-0.410756	-0.0110365	9	1.37724	1.3171	1.22708	1.4185	1.11013	1.35063
chr16:58000000-58500000	chr16	0.10879	-0.55647	-0.315249	8	0.782436	0.784186	1.00483	0.856072	0.81371	0.819434
chr16:58500000-59000000	chr16	-0.15785	0.129514	0.0984309	5	-0.234616	-0.299135	-0.396644	-0.39479	-0.340006	-0.220471
chr16:59000000-59500000	chr16	0.113094	0.17258	0.0800301	0	-0.829049	-0.84656	-1.12161	-0.901123	-1.24601	-1.26383
chr16:59500000-60000000	chr16	-0.035236	-0.230131	0.0759078	0	-1.01337	-0.940516	-1.0971	-1.15501	-1.31158	-1.31717
chr16:60000000-60500000	chr16	0.104294	0.52984	0.138588	0	-1.24942	-1.11671	-1.27605	-1.4032	-1.48788	-1.28866
chr16:60500000-61000000	chr16	0.250081	0.530642	0.235525	0	-1.27497	-1.21712	-1.37503	-1.38616	-1.43096	-1.46423
chr16:61000000-61500000	chr16	0.195314	0.674197	0.556961	0	-1.24054	-1.32735	-1.47075	-1.20786	-1.57028	-1.55165
chr16:61500000-62000000	chr16	0.016232	0.752482	0.5077	0	-1.2372	-1.17706	-1.25992	-1.21305	-1.36513	-1.35651
chr16:62000000-62500000	chr16	0.422031	0.760231	0.488254	1	-1.18232	-0.964014	-1.20939	-1.18701	-1.18834	-1.25655
chr16:62500000-63000000	chr16	0.285423	0.823713	0.209767	0	-1.42466	-1.41303	-1.46322	-1.53712	-1.5049	-1.49738
chr16:63000000-63500000	chr16	0.0777998	0.548662	0.425503	0	-0.94204	-1.11462	-1.13944	-1.12818	-1.25666	-1.22175
chr16:63500000-64000000	chr16	0.028145	0.247008	0.419046	0	-0.744689	-0.917653	-0.819867	-0.978634	-0.858407	-1.04982
chr16:64000000-64500000	chr16	0.0505627	-0.614927	-0.0816269	0	-0.449852	-0.144581	-0.686028	-0.646082	-0.862368	-0.206052
chr16:64500000-65000000	chr16	-0.119958	-0.584275	0.0267455	0	-0.345397	-0.495032	-0.62877	-0.388794	-0.718782	-0.539251
chr16:65000000-65500000	chr16	-0.13903	-0.714837	0.00100589	1	-0.323866	0.128271	-0.36519	-0.222245	-0.365815	-0.196082
chr16:65500000-66000000	chr16	-0.0883877	-0.35351	-0.119224	0	-2.72742e-05	0.354636	-0.466627	-0.153587	-0.361608	-0.295652
chr16:66000000-66500000	chr16	-0.127904	-0.504707	-0.0880629	2	0.321715	-0.000185155	-0.0690466	0.0293314	-0.0270547	0.247782
chr16:66500000-67000000	chr16	-0.085984	-0.956059	0.0291131	17	1.11103	1.19554	1.0543	0.900853	0.983735	1.08082
chr16:67000000-67500000	chr16	-0.173231	-0.808238	0.151301	22	1.34931	1.45346	1.35265	1.40551	1.26867	1.41539
chr16:67500000-68000000	chr16	0.0528324	-1.0294	-0.0260894	22	1.36609	1.65662	1.51197	1.29281	1.41215	1.5165
chr16:68000000-68500000	chr16	0.0825481	-0.976606	0.0206443	10	1.47231	1.4725	1.55401	1.15836	1.36102	1.38253
chr16:68500000-69000000	chr16	-0.158454	-0.741942	-0.242306	4	1.16371	1.00868	1.04465	1.24841	1.19625	1.16343
chr16:69000000-69500000	chr16	-0.0103209	-1.09171	0.0879647	12	1.34338	1.16013	1.26973	1.28024	1.3113	1.35358
chr16:69500000-70000000	chr16	0.00626416	-1.09704	0.136112	5	1.09088	1.10923	1.1551	0.97715	1.20266	1.40289
chr16:70000000-70500000	chr16	0.0840413	-0.847626	0.147747	8	1.12762	1.27638	1.24613	1.28022	1.41116	1.12943
chr16:70500000-71000000	chr16	-0.261908	-0.157008	-0.152628	5	1.05222	0.837623	0.986002	0.763763	1.35339	1.21329
chr16:71000000-71500000	chr16	-0.247985	0.211486	-0.109461	6	-0.319875	-0.717686	-0.395587	-0.28905	0.419808	-0.309627
chr16:71500000-72000000	chr16	-0.00319548	-0.60573	-0.0403911	8	0.618224	0.53362	0.4943	0.500489	0.997915	0.662873
chr16:72000000-72500000	chr16	-0.160652	0.37974	-0.21066	7	-0.818405	-0.862097	-0.713693	-0.815403	-0.531959	-0.891359
chr16:72500000-73000000	chr16	-0.0733828	0.0674537	-0.198911	0	-0.864188	-1.07716	-0.977242	-0.773429	-0.413355	-0.511208
chr16:73000000-73500000	chr16	-0.0100927	0.453515	-0.131106	1	-0.619249	-0.616962	-0.912775	-0.606542	-0.631224	-0.348756
chr16:73500000-74000000	chr16	-0.0947662	0.88566	-0.0107914	0	-1.08347	-1.07935	-1.12056	-1.01569	-0.973793	-1.08266
chr16:74000000-74500000	chr16	0.191589	0.27644	0.049361	3	-0.787357	-1.04241	-0.574598	-0.788826	-0.609444	-0.694026
chr16:74500000-75000000	chr16	-0.278044	-0.354756	-0.0385292	6	0.646689	0.429188	0.516553	0.531133	0.59676	0.697625
chr16:75000000-75500000	chr16	-0.132402	-0.531385	-0.0845772	8	0.79357	0.744007	0.480005	0.579869	0.611689	0.497773
chr16:75500000-76000000	chr16	-0.0905728	0.528797	0.0391276	9	-0.959518	-0.93717	-0.851886	-0.657803	-0.955755	-1.03657
chr16:76000000-76500000	chr16	0.367644	0.830388	0.519642	1	-1.12695	-1.25918	-1.39517	-1.27978	-1.53343	-1.54818
chr16:76500000-77000000	chr16	0.309715	0.823466	0.333954	0	-1.32448	-1.38255	-1.21516	-1.55269	-1.5146	-1.42821
chr16:77000000-77500000	chr16	-0.0833175	0.86839	-0.00751602	3	-0.848644	-1.06184	-1.05565	-0.808788	-0.862348	-1.11199
chr16:77500000-78000000	chr16	-0.319173	0.84772	-0.171341	2	-0.589926	-0.427441	-0.248384	-0.395692	-0.559895	-0.766618
chr16:78000000-78500000	chr16	-0.154025	0.836282	-0.0408207	2	-0.624226	-0.720382	-0.594483	-0.779394	-0.429536	-0.916078
chr16:78500000-79000000	chr16	-0.0192851	1.0372	0.158554	0	-0.656629	-0.376611	-0.502187	-0.463949	-0.27711	-0.724165
chr16:79000000-79500000	chr16	0.0714603	1.13896	0.00571813	0	-0.213608	-0.416244	-0.394664	-0.49008	-0.445365	-0.254023
chr16:79500000-80000000	chr16	0.103796	0.507662	0.134306	1	-0.994926	-0.883333	-0.998907	-0.806936	-0.499444	-1.14411
chr16:80000000-80500000	chr16	-0.0478862	0.517244	0.0663827	0	-0.80225	-1.06207	-0.851023	-0.824982	-0.761008	-1.07567
chr16:80500000-81000000	chr16	-0.00806383	0.635849	0.0473516	2	-1.29533	-1.42188	-1.41745	-1.40615	-0.930433	-1.43193
chr16:81000000-81500000	chr16	-0.415598	0.123786	-0.276894	8	0.102734	0.0682335	0.407422	-0.234544	0.406075	0.476531
chr16:81500000-82000000	chr16	-0.288212	0.327054	-0.382081	1	0.141206	-0.158946	0.205275	0.004502	0.429379	0.377967
chr16:82000000-82500000	chr16	-0.168534	0.463231	-0.198893	3	-0.647523	-0.499931	-0.00577666	-0.664358	-0.101782	-0.318531
chr16:82500000-83000000	chr16	-0.318085	0.206141	-0.16535	1	-0.534006	-0.116794	-0.0848868	0.0924401	-0.265957	-0.159198
chr16:83000000-83500000	chr16	-0.219721	0.166691	-0.310537	0	-0.189665	-0.352249	-0.108678	-0.334854	-0.128563	0.109712
chr16:83500000-84000000	chr16	-0.267716	-0.0844848	-0.155889	4	0.0176693	0.304202	0.0303762	-0.197641	0.418121	-0.220681
chr16:84000000-84500000	chr16	-0.0544673	-0.593218	-0.0893303	9	1.1068	1.00976	1.11842	0.842412	1.26281	0.813716
chr16:84500000-85000000	chr16	-0.0590821	-0.898569	0.0594843	5	1.36424	0.986942	0.920977	1.25205	1.41378	1.27292
chr16:85000000-85500000	chr16	-0.238222	-0.5042	0.227376	3	1.06864	1.2659	1.08964	1.01324	1.30953	1.49498
chr16:85500000-86000000	chr16	-0.094867	-0.698005	-0.0391236	6	1.23066	1.05949	1.10052	1.20194	1.20551	1.28418
chr16:86000000-86500000	chr16	-0.0538508	-0.732668	-0.112381	0	1.24983	0.929647	0.977602	1.16764	1.05033	1.14956
chr16:86500000-87000000	chr16	-0.0679699	-0.761971	0.0874873	4	1.13512	1.19434	1.15472	1.29311	1.01365	0.880266
chr16:87000000-87500000	chr16	-0.0357133	-0.767966	-0.0349269	4	1.04064	1.08966	1.6052	0.93034	1.16775	1.34767
chr16:87500000-88000000	chr16	-0.27	-0.64246	0.285839	5	1.16102	1.28176	0.926337	0.921555	1.54733	1.35068
chr16:88000000-88500000	chr16	-0.153761	-0.602988	0.112404	2	1.52977	1.34061	1.24032	1.12806	1.24337	1.01298
chr16:88500000-89000000	chr16	-0.165771	-0.694231	0.427472	14	1.28975	1.09703	1.43403	1.14522	1.35816	1.40845
chr16:89000000-89500000	chr16	-0.228255	-0.694771	0.338822	6	1.16843	1.11556	1.14425	0.955077	1.35763	1.30596
chr17:3000000-3500000	chr17	-0.0209731	0.363999	0.0423048	13	-0.450348	-0.606833	0.459407	0.491094	0.213145	0.0708138
chr17:3500000-4000000	chr17	-0.00672481	-0.424532	0.165956	13	0.571247	0.804911	0.834042	1.16338	0.811133	0.796369
chr17:4000000-4500000	chr17	0.209678	-1.13436	-0.0693884	6	0.943414	1.09289	0.626848	0.875126	1.1062	0.993299
chr17:4500000-5000000	chr17	-0.00285216	-0.755699	0.161794	27	1.02857	1.36179	1.22392	1.21998	1.13925	1.12761
chr17:5000000-5500000	chr17	0.127905	-0.741665	-0.202256	13	0.657743	0.96948	1.18655	1.34313	0.868678	0.961735
chr17:5500000-6000000	chr17	-0.151932	0.609122	-0.164724	2	0.266173	0.296134	0.233964	0.475219	0.344971	0.322435
chr17:6000000-6500000	chr17	-0.191836	0.676104	-0.158087	3	0.0810064	0.379075	0.69206	0.428217	0.334171	0.410011
chr17:6500000-7000000	chr17	-0.200932	0.00347047	-0.20429	11	0.757793	0.626866	0.736697	1.09109	0.65665	0.940855
chr17:7000000-7500000	chr17	0.233042	-1.04902	0.0905977	37	0.892829	1.03874	0.903861	1.19241	1.02401	1.13217
chr17:7500000-8000000	chr17	0.249046	-1.17628	-0.0755216	24	0.996183	0.97485	0.923406	1.11846	1.12013	1.06658
chr17:8000000-8500000	chr17	0.0618876	-1.40743	0.186595	21	0.854505	0.965723	0.977878	1.28986	0.807822	0.885055
chr17:8500000-9000000	chr17	-0.105569	-0.151035	2.5455e-05	6	0.250557	0.525962	0.372432	0.273997	0.373748	0.106297
chr17:9000000-9500000	chr17	-0.189791	0.329198	-0.0995752	1	-0.265082	-0.613778	0.0110336	0.183913	-0.331635	-0.51865
chr17:9500000-10000000	chr17	-0.136913	0.246121	-0.212007	7	-1.03075	-0.832804	-0.78662	-0.638882	-1.11347	-1.02831
chr17:10000000-10500000	chr17	-0.191938	0.50762	-0.100327	4	-1.21221	-0.995594	-1.27508	-0.829726	-1.19227	-1.49245
chr17:10500000-11000000	chr17	-0.217501	0.926809	0.0897845	8	-1.69215	-1.69588	-1.39271	-1.21957	-1.68319	-1.80529
chr17:11000000-11500000	chr17	0.203402	1.09492	0.148749	1	-1.67877	-1.8347	-1.56223	-1.59073	-1.57373	-1.98398
chr17:11500000-12000000	chr17	0.131832	0.937506	0.167989	2	-1.77183	-1.67696	-1.64612	-1.49059	-1.71954	-1.75709
chr17:12000000-12500000	chr17	-0.0885231	-0.290125	0.0624444	1	-0.86618	-0.872001	-1.04445	-0.381726	-1.15728	-1.20702
chr17:12500000-13000000	chr17	-0.0167743	-0.249579	-0.0501097	2	-1.10026	-1.10634	-0.684129	-0.704438	-1.09399	-1.40261
chr17:13000000-13500000	chr17	-0.29597	-0.0845301	-0.374451	1	-1.60511	-1.49332	-1.29392	-0.546298	-1.45515	-1.63
chr17:13500000-14000000	chr17	-0.282476	-0.240426	-0.0298085	1	-0.898452	-0.689638	-1.13175	-0.344733	-1.04563	-1.0351
chr17:14000000-14500000	chr17	-0.400361	0.125345	-0.302641	3	-1.49055	-1.05664	-1.46168	-0.853688	-1.36981	-1.57141
chr17:14500000-15000000	chr17	-0.223294	0.141875	-0.168183	0	-1.47277	-1.43435	-1.18112	-0.92609	-1.6091	-1.62848
chr17:15000000-15500000	chr17	-0.191693	-0.390901	-0.10222	3	-1.27785	-0.881278	-1.17074	-0.324821	-1.18441	-1.15706
chr17:15500000-16000000	chr17	-0.00128961	-0.784208	-0.0786594	8	-0.342886	0.0328718	0.0791562	0.343987	-0.357433	-0.507026
chr17:16000000-16500000	chr17	-0.0201635	-0.996093	0.0233541	6	0.459765	0.981354	0.548267	0.723567	0.24879	0.281638
chr17:16500000-17000000	chr17	-0.344732	-0.483812	0.0828995	4	0.623918	0.252644	0.391472	0.514591	0.380896	0.318685
chr17:17000000-17500000	chr17	-0.0961583	-0.606512	0.00474993	7	0.612132	0.89777	1.01592	1.25369	0.855979	0.621577
chr17:17500000-18000000	chr17	0.0340643	-0.699258	0.0727504	5	0.774572	1.17134	1.02276	1.17693	0.627297	0.706383
chr17:18000000-18500000	chr17	-0.224985	-0.481854	0.0404766	13	1.09445	1.48492	1.23271	0.975916	1.04074	1.02446
chr17:18500000-19000000	chr17	-0.185764	-0.691874	-0.24647	6	1.05432	0.672838	1.16392	1.49395	0.937547	0.73306
chr17:19000000-19500000	chr17	-0.300218	-0.393446	0.157251	8	0.940125	0.805684	0.716917	1.41241	0.675423	0.446575
chr17:19500000-20000000	chr17	-0.197638	-0.640056	-0.287327	6	0.482616	0.509842	0.748009	0.35978	0.0834204	0.154649
chr17:20000000-20500000	chr17	-0.18594	-0.557555	0.0904135	2	-0.0486563	-0.897699	-0.567324	-0.256415	-0.512204	-0.669022
chr17:20500000-21000000	chr17	-0.230297	-0.189957	-0.214841	1	-1.24219	-0.630779	-0.849969	-1.20945	-0.678622	-0.980969
chr17:21000000-21500000	chr17	-0.057999	0.312546	0.0103292	6	-1.23768	-1.19044	-1.06752	-1.17112	-1.30254	-1.29853
chr17:21500000-22000000	chr17	-0.260847	1.25432	0.273774	1	-1.70533	-1.91032	-1.81286	-1.32573	-1.55448	-1.9034
chr17:22000000-22500000	chr17	0.0556663	1.14393	0.402824	0	-1.91604	-1.74789	-1.88735	-1.46016	-1.75739	-1.82812
chr17:27000000-27500000	chr17	0.0286918	0.342538	0.186784	2	-1.83701	-1.73594	-1.85084	-1.62673	-1.94854	-1.77509
chr17:27500000-28000000	chr17	-0.228776	0.335729	-0.190199	3	-1.44123	-1.01698	-1.49306	-0.825828	-1.43918	-1.20109
chr17:28000000-28500000	chr17	-0.0976051	-0.613609	-0.105829	11	-0.548746	-0.0676689	-0.355583	0.119339	-0.421409	-0.576938
chr17:28500000-29000000	chr17	0.0195362	-0.968008	0.0826371	20	0.835698	1.15908	0.843195	0.868699	0.904746	0.779813
chr17:29000000-29500000	chr17	-0.0805182	-1.14024	0.203743	6	1.08122	1.05119	0.950179	1.10094	0.964519	0.770089
chr17:29500000-30000000	chr17	0.0524778	-1.29427	0.0582019	7	0.747332	0.817799	0.871293	1.15147	0.849421	0.763295
chr17:30000000-30500000	chr17	0.163212	-1.42591	-0.122517	6	0.717725	1.1091	0.930843	0.840355	0.675928	0.737415
chr17:30500000-31000000	chr17	-0.00572404	-1.12714	0.0896232	5	0.869618	1.16677	1.18572	1.28572	0.931308	0.902824
chr17:31000000-31500000	chr17	-0.0248984	-1.30006	0.182904	5	0.73448	0.683379	0.937556	0.928824	0.820512	0.55836
chr17:31500000-32000000	chr17	-0.148908	-0.951723	-0.0569556	3	0.381711	0.872447	0.784429	1.2526	0.676295	0.587687
chr17:32000000-32500000	chr17	-0.0342326	-0.938595	-0.229758	7	0.701969	0.756743	0.750345	1.0723	0.695247	0.735235
chr17:32500000-33000000	chr17	0.062529	0.494806	0.0568911	4	-0.0483602	0.245349	-0.0211851	0.330054	0.102757	-0.355032
chr17:33000000-33500000	chr17	-0.138998	1.26486	0.040464	1	-0.973716	-0.467497	-0.20535	0.00664168	-0.376245	-0.572716
chr17:33500000-34000000	chr17	0.0619207	1.32396	0.0818267	0	-0.857859	-0.743822	-0.793891	-0.206961	-0.657578	-0.423929
chr17:34000000-34500000	chr17	0.295515	1.12098	0.0450506	6	-0.962537	-0.0273305	-0.235193	-0.512429	-0.846244	-0.529101
chr17:34500000-35000000	chr17	-0.231661	1.42854	0.036961	4	-0.150551	0.114537	0.162266	0.576299	0.133221	-0.0240549
chr17:35000000-35500000	chr17	-0.113209	0.387382	-0.309909	10	0.191073	0.591978	0.335666	0.0722995	0.264414	0.124527
chr17:35500000-36000000	chr17	-0.226706	-0.128073	-0.120927	15	-0.049305	0.41296	0.273563	0.78833	0.368801	0.501521
chr17:36000000-36500000	chr17	-0.43396	0.521465	0.0970402	13	-0.159322	0.354849	0.367597	0.807294	0.535151	0.178475
chr17:36500000-37000000	chr17	-0.363462	-0.235002	-0.0757711	7	0.349237	1.06807	0.856526	0.83642	0.823711	0.830483
chr17:37000000-37500000	chr17	-0.0547464	-0.841758	-0.0276568	4	0.254936	0.977395	0.589896	0.674906	0.935631	0.83096
chr17:37500000-38000000	chr17	-0.0216793	-0.651825	-0.25729	5	0.798294	0.654904	0.88078	0.662017	0.812121	0.861483
chr17:38000000-38500000	chr17	-0.00810653	-0.62541	0.128736	8	1.0307	0.973706	0.972211	0.914308	0.940738	0.970773
chr17:38500000-39000000	chr17	0.0952745	-1.11764	0.10943	13	1.13877	1.298	1.04541	1.19014	1.12938	1.16967
chr17:39000000-39500000	chr17	0.0601874	-1.05367	0.13107	8	1.07998	1.16081	1.14657	1.3038	0.988242	1.06189
chr17:39500000-40000000	chr17	-0.0150064	-1.00968	0.132576	16	1.00863	0.947645	1.03358	1.14179	1.03847	0.858828
chr17:40000000-40500000	chr17	0.0264938	-1.04373	0.0228375	13	0.970407	1.02221	0.835401	1.21672	0.801	0.993642
chr17:40500000-41000000	chr17	0.0183253	-1.04789	0.0402295	17	0.371666	0.544658	0.403733	0.863758	0.564356	0.527788
chr17:41000000-41500000	chr17	0.0705775	-1.01854	-0.0652989	41	0.0486054	0.349261	0.133019	0.619756	0.0522774	-0.0175985
chr17:41500000-42000000	chr17	0.0120496	-0.922426	-0.0618182	19	0.784791	1.11182	0.926105	0.892397	0.866378	1.03543
chr17:42000000-42500000	chr17	0.197192	-1.1249	0.234737	16	0.894179	1.125	1.10685	1.37307	0.993178	0.924216
chr17:42500000-43000000	chr17	-0.241697	-0.957735	-0.235329	26	1.00988	1.23833	0.990623	1.26836	1.02149	1.05589
chr17:43000000-43500000	chr17	0.12483	-1.19947	-0.0650959	10	0.841954	0.962368	1.07331	1.24382	0.911173	0.97562
chr17:43500000-44000000	chr17	0.057812	-0.942694	-0.15489	10	0.92998	1.09946	0.77357	1.2499	0.92789	0.926578
chr17:44000000-44500000	chr17	0.0813313	-1.24827	0.0639571	16	1.04458	1.22642	1.07303	1.41397	1.05623	0.954219
chr17:44500000-45000000	chr17	-0.0261177	-1.02381	-0.0775934	14	0.967765	0.795119	1.22889	1.01103	1.07394	1.04446
chr17:45000000-45500000	chr17	0.0939348	-1.05443	0.141481	11	0.988026	0.90078	1.01325	1.22326	1.07617	0.908676
chr17:45500000-46000000	chr17	-0.13694	-0.563846	-0.00129829	4	0.714116	1.00833	0.78549	0.589424	0.512459	0.843498
chr17:46000000-46500000	chr17	0.0762625	-1.69402	-0.116055	3	0.786318	0.94095	0.68105	0.854481	0.424978	0.737863
chr17:46500000-47000000	chr17	0.207182	-1.09941	0.125535	7	0.540319	0.759559	0.876963	1.56633	0.547746	0.738769
chr17:47000000-47500000	chr17	0.235031	-1.37699	0.0420331	4	0.608299	0.932269	0.974831	1.00918	0.717198	0.757332
chr17:47500000-48000000	chr17	0.14217	-1.1937	0.0633024	13	1.10703	1.21568	0.890531	1.2718	0.909495	1.01002
chr17:48000000-48500000	chr17	0.0160585	-1.26162	-0.0501614	5	0.929863	1.11917	0.874306	1.42438	0.944044	0.843988
chr17:48500000-49000000	chr17	-0.0774004	-1.17923	0.0725577	19	0.996082	1.04793	1.11252	1.09182	1.03831	0.840831
chr17:49000000-49500000	chr17	-0.02374	-0.938117	0.0473309	7	0.859049	1.03556	1.01022	1.2405	1.08578	0.754983
chr17:49500000-50000000	chr17	0.0101265	-0.965419	-0.0799169	8	1.03798	1.14563	0.933754	1.2135	0.88944	0.937138
chr17:50000000-50500000	chr17	0.0531313	-0.923722	-0.00744546	14	0.985689	0.825683	1.06801	1.24177	0.912688	0.801351
chr17:50500000-51000000	chr17	-0.0615504	-0.752218	-0.00716313	10	0.456455	0.527392	0.402942	0.678907	0.291429	0.384859
chr17:51000000-51500000	chr17	0.0771345	-0.0749492	-0.119799	5	-1.21623	-1.25729	-1.35095	-0.958999	-1.11821	-1.30639
chr17:51500000-52000000	chr17	0.093408	1.33932	0.0473495	0	-1.92087	-2.00899	-1.81083	-1.74173	-1.95959	-1.95138
chr17:52000000-52500000	chr17	0.118736	0.988198	0.153616	1	-1.95255	-1.96945	-1.88142	-1.48424	-1.90332	-1.96406
chr17:52500000-53000000	chr17	0.158397	0.912801	0.238639	0	-1.97723	-1.836	-1.86808	-1.53748	-1.92295	-2.00325
chr17:53000000-53500000	chr17	0.250195	0.386501	0.423321	0	-1.93436	-1.85925	-1.97199	-1.74115	-1.90146	-1.91043
chr17:53500000-54000000	chr17	0.156183	0.357534	0.518333	1	-1.90778	-1.87793	-1.8758	-1.62628	-1.9046	-1.91828
chr17:54000000-54500000	chr17	0.360648	0.776639	0.248489	0	-1.82139	-1.91897	-1.96225	-1.88106	-1.78296	-1.85237
chr17:54500000-55000000	chr17	0.179867	0.886967	-0.0536462	3	-1.67245	-1.75638	-1.76302	-1.66764	-1.89675	-1.77823
chr17:55000000-55500000	chr17	-0.310997	0.977433	-0.253708	2	-1.71742	-1.67951	-1.77627	-1.66663	-1.54836	-1.6481
chr17:55500000-56000000	chr17	0.131938	0.994976	-0.153541	3	-1.4258	-1.58721	-1.4936	-1.14292	-1.47752	-1.66512
chr17:56000000-56500000	chr17	-0.136796	1.00138	-0.138563	1	-1.58618	-1.30549	-1.36693	-1.59548	-1.82861	-1.56614
chr17:56500000-57000000	chr17	-0.182302	0.240277	-0.0308081	6	-1.03367	-1.04669	-1.04761	-1.02004	-0.795807	-0.716046
chr17:57000000-57500000	chr17	-0.273603	-0.224883	-0.292186	2	-0.355273	-0.547	-0.292586	-0.283761	-0.358509	-0.267254
chr17:57500000-58000000	chr17	-0.280614	-0.297777	-0.362852	4	0.251479	-0.151952	-0.154039	-0.325849	0.0488545	-0.402933
chr17:58000000-58500000	chr17	-0.305332	-0.320055	-0.194922	12	0.604414	0.383928	0.464678	0.0119484	-0.155414	0.209809
chr17:58500000-59000000	chr17	-0.23445	-0.478334	-0.225804	6	-0.245393	0.0310599	-0.386706	-0.293263	-0.222481	-0.169194
chr17:59000000-59500000	chr17	0.0811215	-1.08922	0.0221209	6	0.660039	0.422862	0.0758323	0.0611753	0.520481	0.584843
chr17:59500000-60000000	chr17	0.153155	-1.76467	0.0539428	7	0.811787	0.707504	0.732102	0.233914	0.705312	0.619222
chr17:60000000-60500000	chr17	0.057144	-1.14912	-0.00500175	4	0.887822	-0.0086849	0.697483	0.0858908	0.685277	0.875154
chr17:60500000-61000000	chr17	0.0378535	-1.09582	-0.0239142	3	0.295092	0.315417	0.291013	-0.353354	0.211382	0.124214
chr17:61000000-61500000	chr17	-0.0622126	-0.681967	-0.25712	2	0.224769	-0.0709175	-0.0209431	-0.0610752	0.222814	-0.182278
chr17:61500000-62000000	chr17	-0.229209	-1.00118	-0.39686	3	-0.107628	-0.441372	0.0402149	-0.440701	0.0210197	0.0631765
chr17:62000000-62500000	chr17	-0.151916	-0.741295	-0.165713	4	0.330351	-0.106223	-0.00148196	-0.210515	0.257891	0.47031
chr17:62500000-63000000	chr17	-0.0995018	-0.995764	0.175962	3	0.641248	0.246306	0.573039	0.291842	0.607018	0.678339
chr17:63000000-63500000	chr17	0.0578162	-1.39957	0.232634	2	0.39118	0.0756277	-0.0143941	0.0781557	0.00993731	0.287623
chr17:63500000-64000000	chr17	0.0688955	-0.975768	-0.207484	19	0.772826	0.752407	1.00009	0.162288	0.957835	0.923909
chr17:64000000-64500000	chr17	0.0818341	-1.05382	-0.241853	6	0.802859	0.225702	0.585481	0.159638	0.832529	1.05
chr17:64500000-65000000	chr17	0.047315	-1.27715	-0.0468322	4	0.814314	0.613051	0.463708	-0.143833	0.619901	0.690069
chr17:65000000-65500000	chr17	-0.160801	-0.643524	-0.078154	2	0.108305	0.11997	-0.0801405	-0.506883	0.161728	-0.00758244
chr17:65500000-66000000	chr17	-0.146897	-0.597199	-0.335569	1	-0.21526	-0.55191	-0.553426	-1.06616	-0.517845	-0.630077
chr17:66000000-66500000	chr17	-0.0968061	-0.834633	-0.440569	3	-0.292005	-0.21598	0.0262081	-0.377796	-0.484689	-0.185146
chr17:66500000-67000000	chr17	-0.252401	-0.363924	-0.360193	2	0.194585	-0.324494	-0.706676	-0.773319	-0.459574	-0.0174423
chr17:67000000-67500000	chr17	0.0132466	-0.970732	-0.196691	4	0.350121	0.185057	0.402281	-0.397999	-0.0638415	0.193712
