tile_id	chrom	dlam_mCh	siScr_mCh	dlam_DNK	tss_count	pc1_GSM9401860	pc1_GSM9401861	pc1_GSM9401862	pc1_GSM9401863
chr12:99500000-100000000	chr12	0.266111	1.10797	0.219761	0	-1.35603	-1.31637	-1.41196	-1.36251
chr12:100000000-100500000	chr12	-0.082376	0.956497	0.199606	2	-1.35556	-1.38814	-1.3506	-1.32181
chr12:100500000-101000000	chr12	-0.093237	0.495889	0.020093	7	-0.765303	-0.81012	-0.929693	-0.750611
chr12:101000000-101500000	chr12	-0.14407	0.417501	-0.091275	1	-1.31348	-1.18598	-1.25293	-1.10517
chr12:101500000-102000000	chr12	-0.137666	0.759533	-0.430212	5	-0.9086	-0.88192	-0.864658	-0.74926
chr12:102000000-102500000	chr12	-0.05505	0.40952	-0.369475	5	0.0974969	0.0389854	0.0934966	-0.0355474
chr12:102500000-103000000	chr12	-0.228916	1.02516	-0.09869	4	0.178697	0.24024	0.170234	0.302527
chr12:103000000-103500000	chr12	-0.014991	1.2833	-0.046867	2	0.151124	0.0801746	0.115032	0.231846
chr12:103500000-104000000	chr12	-0.011927	1.20439	0.084711	2	0.4297	0.347261	0.244564	0.430963
chr12:104000000-104500000	chr12	-0.039785	-0.437347	-0.102245	6	0.830279	0.863393	0.824197	0.763465
chr12:104500000-105000000	chr12	-0.082287	-0.725966	-0.235716	4	0.967541	0.915548	0.89162	0.896042
chr12:105000000-105500000	chr12	0.039949	-0.927087	-0.217656	3	0.906415	0.82143	0.813259	0.795323
chr12:105500000-106000000	chr12	0.1877	-0.829308	-0.296402	3	0.643135	0.634295	0.564755	0.606398
chr12:106000000-106500000	chr12	-0.091823	-0.561943	-0.063376	0	-0.0125136	-0.0231193	0.00980325	0.0256108
chr12:106500000-107000000	chr12	-0.24851	-0.38798	-0.166622	5	0.48505	0.418949	0.556282	0.503687
chr12:107000000-107500000	chr12	0.029046	-0.502396	-0.205968	4	0.740006	0.816693	0.852716	0.850323
chr12:107500000-108000000	chr12	-0.148549	0.01007	-0.451328	1	0.40439	0.36746	0.357942	0.543318
chr12:108000000-108500000	chr12	0.01418	0.483875	-0.047587	3	0.80754	0.74323	0.684895	0.70789
chr12:108500000-109000000	chr12	-0.396459	0.801057	-0.107101	6	1.07946	0.969045	0.969454	1.03233
chr12:109000000-109500000	chr12	0.209608	-0.952873	-0.059347	6	1.20402	1.22729	1.17522	1.27442
chr12:109500000-110000000	chr12	-0.296337	-0.261247	-0.313649	7	0.933221	0.922534	0.894411	1.00336
chr12:110000000-110500000	chr12	-0.066353	-0.463274	-0.217111	9	1.28181	1.25724	1.34583	1.33487
chr12:110500000-111000000	chr12	0.151863	-1.30964	-0.054521	8	1.20568	1.23194	1.17762	1.3241
chr12:111000000-111500000	chr12	-0.142799	-0.37252	-0.275471	7	1.1994	1.25903	1.1678	1.2365
chr12:111500000-112000000	chr12	-0.293584	-0.248539	-0.156071	2	1.11353	1.17162	1.12267	1.13604
chr12:112000000-112500000	chr12	-0.060362	-0.888555	-0.067579	7	1.23267	1.24362	1.23471	1.28052
chr12:112500000-113000000	chr12	-0.092445	-0.731853	-0.146805	5	1.35955	1.384	1.36965	1.27522
chr12:113000000-113500000	chr12	-0.241507	0.5285	-0.184758	5	0.952394	0.911756	0.892662	0.970981
chr12:113500000-114000000	chr12	-0.332638	0.340305	-0.23544	11	1.29428	1.23672	1.25014	1.28755
chr12:114000000-114500000	chr12	-0.068278	0.88119	-0.297932	1	0.548409	0.681673	0.616243	0.702906
chr12:114500000-115000000	chr12	0.187568	0.817015	-0.144165	1	0.338665	0.337753	0.334021	0.391407
chr12:115000000-115500000	chr12	-0.09956	-0.031079	-0.203493	1	0.161474	0.23791	0.171095	0.340841
chr12:115500000-116000000	chr12	-0.25549	0.013975	-0.248798	0	0.440438	0.457178	0.421213	0.350643
chr12:116000000-116500000	chr12	0.08519	-0.159807	-0.296437	0	0.537186	0.599175	0.577423	0.573566
chr12:116500000-117000000	chr12	0.232192	-1.24921	0.268172	2	1.10386	1.06639	1.17435	1.05725
chr12:117000000-117500000	chr12	-0.072939	-0.217355	-0.437803	4	1.13793	1.13517	1.17008	1.06161
chr12:117500000-118000000	chr12	-0.260359	0.733523	-0.116095	3	0.58958	0.676395	0.579098	0.613203
chr12:118000000-118500000	chr12	-0.246541	0.622878	-0.362726	3	0.867318	0.850498	0.745917	0.725551
chr12:118500000-119000000	chr12	0.028069	0.181406	-0.183315	4	1.06834	1.11056	1.16092	1.12376
chr12:119000000-119500000	chr12	0.090793	1.24189	-0.071064	1	0.291864	0.235936	0.310787	0.293235
chr12:119500000-120000000	chr12	-0.086323	1.11261	0.071228	2	0.372571	0.351548	0.386115	0.489312
chr12:120000000-120500000	chr12	0.0821	0.266925	-0.38495	4	1.22185	1.19084	1.25823	1.21551
chr12:120500000-121000000	chr12	0.055842	-0.92189	-0.024423	16	1.2716	1.25144	1.17571	1.29017
chr12:121000000-121500000	chr12	0.111953	-1.03085	-0.105995	9	1.18555	1.19066	1.09516	1.14914
chr12:121500000-122000000	chr12	-0.052495	-0.893368	-0.184681	5	1.16622	1.18205	1.1695	1.22271
chr12:122000000-122500000	chr12	0.193607	-1.06809	0.101372	9	1.21297	1.17173	1.13767	1.29982
chr12:122500000-123000000	chr12	0.233209	-1.21803	-0.077157	9	1.0996	1.02584	1.02741	1.09797
chr12:123000000-123500000	chr12	0.169765	-0.997818	-0.008728	12	1.24687	1.22046	1.1981	1.17354
chr12:123500000-124000000	chr12	-0.014667	-0.845981	-0.126379	8	1.20228	1.25656	1.19718	1.21927
chr12:124000000-124500000	chr12	-0.193334	-0.718223	-0.179187	10	1.26188	1.22186	1.28872	1.33594
chr12:124500000-125000000	chr12	-0.024272	-0.431019	-0.042351	1	1.07025	1.15881	1.14953	1.03345
chr12:125000000-125500000	chr12	-0.026292	-0.461607	-0.02527	5	1.25758	1.209	1.20311	1.38639
chr12:125500000-126000000	chr12	-0.094224	1.05776	0.023558	2	0.51402	0.474565	0.62476	0.342568
chr12:126000000-126500000	chr12	0.186927	1.15177	0.137878	0	-0.399542	-0.303962	-0.313042	-0.199462
chr12:126500000-127000000	chr12	0.143705	1.10523	-0.041242	0	-0.467269	-0.406531	-0.442715	-0.487499
chr12:127000000-127500000	chr12	-0.070211	1.23627	0.304975	0	-0.259466	-0.328084	-0.24708	-0.390352
chr12:127500000-128000000	chr12	0.193127	1.02817	0.098917	0	-0.235356	-0.411602	-0.337661	-0.195286
chr12:128000000-128500000	chr12	0.008159	1.08716	0.156513	0	-0.487244	-0.364419	-0.298633	-0.274625
chr12:128500000-129000000	chr12	0.253959	1.10744	0.280022	1	-0.021497	-0.101442	-0.0604297	-0.0152649
chr12:129000000-129500000	chr12	0.320234	0.836494	0.195567	2	0.794851	0.806668	0.617767	0.91055
chr12:129500000-130000000	chr12	-0.172007	0.983122	-0.161528	0	0.316276	0.304503	0.335727	0.370571
chr12:130000000-130500000	chr12	0.01844	0.706458	-0.027573	1	0.27907	0.306451	0.362244	0.341774
chr12:130500000-131000000	chr12	-0.026522	1.37355	0.163212	2	0.436809	0.470137	0.343	0.440649
chr12:131000000-131500000	chr12	0.011268	0.899863	-0.025353	4	1.02822	1.05247	1.12575	1.10083
chr12:131500000-132000000	chr12	-0.265615	1.40113	0.081371	0	0.897394	0.995024	0.915354	1.06729
chr12:132000000-132500000	chr12	-0.235401	0.460754	0.094559	5	1.17731	1.16982	1.19494	1.17249
chr12:132500000-133000000	chr12	-0.051519	-0.235795	0.253859	3	1.02871	1.1262	1.08888	1.06527
chr12:133000000-133500000	chr12	-0.172189	-0.384212	-0.034272	9	1.21615	1.15902	1.07604	1.28096
chr12:133500000-133851895	chr12	0.060342	-0.466876	-0.490319	8	0.759329	0.618883	0.745066	0.626245
chr13:19000000-19500000	chr13	0.040486	0.6962	0.111393	0	-0.819448	-0.798886	-0.685046	-0.548139
chr13:19500000-20000000	chr13	-0.080141	1.01323	0.168737	1	-0.555513	-0.674992	-0.497141	-0.542322
chr13:20000000-20500000	chr13	-0.050638	-0.154504	-0.04515	4	0.976297	1.15661	0.980814	1.01284
chr13:20500000-21000000	chr13	-0.086427	-0.677386	0.148953	4	1.29358	1.21744	1.1525	0.969108
chr13:21000000-21500000	chr13	-0.071539	-0.870397	-0.18728	5	1.15246	1.233	1.13628	1.15644
chr13:21500000-22000000	chr13	-0.233511	-0.429836	-0.045801	4	1.26697	1.27058	1.1431	1.04977
chr13:22000000-22500000	chr13	-0.076592	-0.168346	-0.141814	3	0.796587	0.492773	0.748945	0.563265
chr13:22500000-23000000	chr13	-0.0166	0.159629	-0.07112	0	0.887871	0.987122	0.820607	0.874447
chr13:23000000-23500000	chr13	-0.267409	0.083632	0.102923	0	-0.23153	-0.208466	-0.0151728	-0.206246
chr13:23500000-24000000	chr13	0.081843	-0.191427	0.014217	1	0.333509	0.527091	0.416347	0.510401
chr13:24000000-24500000	chr13	-0.155095	-0.789361	-0.075557	4	1.06432	0.944818	0.833289	0.74591
chr13:24500000-25000000	chr13	-0.461114	0.050012	-0.18576	2	0.764478	0.774195	0.646777	0.611631
chr13:25000000-25500000	chr13	-0.27207	-0.02172	-0.305796	4	0.841768	0.777345	1.04073	0.872046
chr13:25500000-26000000	chr13	-0.162196	-0.134435	0.040828	5	0.977578	0.980916	1.07877	0.931881
chr13:26000000-26500000	chr13	-0.151688	-0.089435	-0.179233	0	-0.659511	-0.617515	-0.487668	-0.563661
chr13:26500000-27000000	chr13	-0.094719	-0.544662	-0.216955	3	0.0924153	0.174847	0.0543851	-0.0795006
chr13:27000000-27500000	chr13	-0.165715	-0.155882	-0.214376	2	-0.307996	-0.592193	-0.225116	-0.293516
chr13:27500000-28000000	chr13	0.076213	-0.885754	-0.212273	4	1.12909	1.0386	1.06468	1.16376
chr13:28000000-28500000	chr13	-0.161759	-0.327356	-0.098164	5	1.10383	1.04064	0.843356	1.09653
chr13:28500000-29000000	chr13	-0.156439	-0.76812	0.053464	4	1.31981	1.31202	1.30914	1.44897
chr13:29000000-29500000	chr13	-0.005949	-0.553409	-0.25136	4	1.11458	0.985569	1.1435	1.11267
chr13:29500000-30000000	chr13	-0.018792	-0.089059	-0.008607	0	-0.505593	-0.632064	-0.421861	-0.710207
chr13:30000000-30500000	chr13	-0.256136	-0.719727	-0.064161	2	0.720745	0.577506	0.71596	0.505008
chr13:30500000-31000000	chr13	-0.179328	-1.00883	-0.09475	2	1.18744	1.06409	1.05305	1.02258
chr13:31000000-31500000	chr13	-0.038816	-1.01258	-0.122034	4	1.06552	1.23445	1.17603	1.16588
chr13:31500000-32000000	chr13	0.067897	-0.594303	-0.102472	3	-0.377619	-0.400946	-0.27821	-0.251099
chr13:32000000-32500000	chr13	-0.100243	-0.488223	-0.080467	1	-0.966456	-0.981822	-0.870014	-0.633791
chr13:32500000-33000000	chr13	-0.040174	-0.796841	-0.247929	3	0.565318	0.491848	0.350383	0.434506
chr13:33000000-33500000	chr13	-0.311178	-0.860331	0.118664	3	1.22933	1.1174	1.13906	1.24464
chr13:33500000-34000000	chr13	-0.117407	-0.679325	-0.026975	2	0.812358	0.943821	1.04117	1.04764
chr13:34000000-34500000	chr13	-0.06548	-0.876815	-0.190828	1	1.02704	0.957988	0.877111	0.980151
chr13:34500000-35000000	chr13	-0.154116	-0.444653	-0.249842	0	-0.53588	-0.468412	-0.424099	-0.498544
chr13:35000000-35500000	chr13	-0.15	-0.217605	-0.376701	0	-1.17309	-1.20406	-1.19926	-1.3486
chr13:35500000-36000000	chr13	0.054825	-0.535393	-0.1785	1	-1.24211	-1.26049	-1.21371	-1.31643
chr13:36000000-36500000	chr13	-0.150075	-0.06524	0.068513	1	-1.24041	-1.27145	-1.21033	-1.18443
chr13:36500000-37000000	chr13	-0.217078	0.049457	-0.056909	4	-1.2286	-1.18299	-1.25826	-1.11714
chr13:37000000-37500000	chr13	-0.29086	0.405381	-0.225553	4	-0.963327	-0.93275	-0.98315	-1.10518
chr13:37500000-38000000	chr13	-0.030343	-0.666302	-0.252145	4	-0.864818	-0.787025	-0.81695	-0.961314
chr13:38000000-38500000	chr13	-0.075026	-0.948833	-0.03029	2	-1.37638	-1.39616	-1.35651	-1.44365
chr13:38500000-39000000	chr13	-0.111735	0.265105	-0.199465	1	-1.27697	-1.26262	-1.18547	-1.12632
chr13:39000000-39500000	chr13	0.006281	0.265202	-0.100266	1	-1.36765	-1.34832	-1.36169	-1.41215
chr13:39500000-40000000	chr13	0.088174	-0.266928	-0.141697	3	-0.415354	-0.433795	-0.75495	-0.852039
chr13:40000000-40500000	chr13	-0.113552	-0.78279	-0.007625	2	-0.16945	-0.181268	-0.206032	0.130315
chr13:40500000-41000000	chr13	-0.164264	-0.340639	-0.217389	0	0.410144	0.422316	0.654387	0.769312
chr13:41000000-41500000	chr13	-0.093342	-0.587433	-0.32363	3	0.826162	0.84223	0.856838	0.866968
chr13:41500000-42000000	chr13	-0.08624	-1.22968	0.042086	6	1.36479	1.31834	1.3137	1.34494
chr13:42000000-42500000	chr13	-0.053965	-1.19064	-0.178006	1	1.24319	1.26445	1.20631	1.22389
chr13:42500000-43000000	chr13	-0.141642	-1.16569	-0.207798	3	1.38821	1.32239	1.32034	1.50509
chr13:43000000-43500000	chr13	-0.308154	-0.737055	-0.517811	2	1.28286	1.13854	1.15762	1.11238
chr13:43500000-44000000	chr13	0.072562	-1.11738	-0.160921	2	0.989492	0.949034	0.869288	0.742267
chr13:44000000-44500000	chr13	0.041012	-1.2748	-0.219732	3	-0.614232	-0.572134	-0.486559	-0.44199
chr13:44500000-45000000	chr13	-0.159693	-0.924918	-0.305911	1	-0.509204	-0.528988	-0.313988	-0.373338
chr13:45000000-45500000	chr13	-0.158508	-1.08783	-0.23722	1	0.359558	0.123502	0.473238	0.457423
chr13:45500000-46000000	chr13	0.178884	-1.40712	0.065664	6	1.31536	1.3414	1.32675	1.35367
chr13:46000000-46500000	chr13	-0.072161	-0.559236	-0.464137	4	1.03337	1.02232	0.891544	0.96753
chr13:46500000-47000000	chr13	-0.252954	-0.797823	-0.300257	5	0.906449	1.00278	1.10196	1.18387
chr13:47000000-47500000	chr13	-0.005305	-0.813602	-0.134377	3	0.539631	0.665005	0.712315	0.645275
chr13:47500000-48000000	chr13	-0.063457	-0.151089	-0.097652	0	-1.14909	-1.0928	-1.09703	-1.07872
chr13:48000000-48500000	chr13	-0.173415	0.283673	-0.35134	0	-1.139	-1.18098	-1.07849	-0.898323
chr13:48500000-49000000	chr13	-0.258938	-0.529886	-0.324837	6	0.548044	0.602703	0.440123	0.416342
chr13:49000000-49500000	chr13	0.026969	-0.639305	-0.181497	2	0.139638	0.0779894	-0.112061	-0.0984764
chr13:49500000-50000000	chr13	0.138904	-1.1922	-0.169786	3	1.20957	1.24464	1.19161	1.2536
chr13:50000000-50500000	chr13	-0.112707	-0.955196	-0.215709	7	1.33043	1.35003	1.29692	1.40359
chr13:50500000-51000000	chr13	-0.255486	-1.22858	-0.02726	3	1.16205	1.16908	1.20603	1.26322
chr13:51000000-51500000	chr13	-0.07014	-1.02739	-0.125488	2	1.30857	1.26918	1.27638	1.32424
chr13:51500000-52000000	chr13	0.24468	-0.885436	-0.332569	3	1.1963	1.12919	1.17087	1.23038
chr13:52000000-52500000	chr13	0.095982	-0.778076	-0.298441	5	1.36243	1.34993	1.3101	1.43778
chr13:52500000-53000000	chr13	-0.038879	-0.571722	-0.268294	6	0.527992	0.50011	0.524192	0.515158
chr13:53000000-53500000	chr13	-0.072837	0.074976	-0.187217	6	1.00907	1.13766	0.99449	0.983359
chr13:53500000-54000000	chr13	0.183242	0.873696	0.027	1	-0.815397	-0.795028	-0.869505	-0.908296
chr13:54000000-54500000	chr13	0.116389	0.637374	0.105613	0	-1.39094	-1.38829	-1.38831	-1.54
chr13:54500000-55000000	chr13	0.234613	0.456528	0.315856	0	-1.36069	-1.36336	-1.3667	-1.44422
chr13:55000000-55500000	chr13	0.161086	0.562235	0.444324	0	-1.35379	-1.36205	-1.43713	-1.36737
chr13:55500000-56000000	chr13	0.3303	0.184052	0.488012	0	-1.38359	-1.35543	-1.42706	-1.39414
chr13:56000000-56500000	chr13	0.105604	0.276296	0.627434	0	-1.40134	-1.38595	-1.41869	-1.45447
chr13:56500000-57000000	chr13	0.428409	0.113593	0.635513	0	-1.42429	-1.39574	-1.40722	-1.43111
chr13:57000000-57500000	chr13	0.235477	0.099497	0.671906	0	-1.40053	-1.40827	-1.41465	-1.38046
chr13:57500000-58000000	chr13	0.407567	-0.019983	0.558193	5	-1.28222	-1.33176	-1.40556	-1.25979
chr13:58000000-58500000	chr13	0.193957	0.230783	0.34134	1	-1.34303	-1.39967	-1.41659	-1.3639
chr13:58500000-59000000	chr13	0.209114	0.348901	0.202403	0	-1.13943	-1.22593	-1.34007	-1.32889
chr13:59000000-59500000	chr13	0.35489	0.177046	0.218139	0	-0.95337	-1.0104	-1.20959	-1.01179
chr13:59500000-60000000	chr13	-0.092389	-0.148187	-0.270227	0	-1.20724	-1.16799	-1.15439	-1.24206
chr13:60000000-60500000	chr13	-0.257392	-0.241662	-0.469522	0	-0.0902933	0.101745	-0.148701	-0.0968436
chr13:60500000-61000000	chr13	-0.170907	-0.078503	-0.068716	2	0.888415	0.97615	0.736637	0.768617
chr13:61000000-61500000	chr13	0.179526	0.505599	0.044431	0	0.173972	0.124017	0.0619443	-0.205238
chr13:61500000-62000000	chr13	0.128276	0.339834	0.138019	1	-0.551827	-0.613701	-0.471614	-0.549231
chr13:62000000-62500000	chr13	0.298302	0.488523	0.229489	0	-1.3606	-1.39595	-1.39806	-1.33981
chr13:62500000-63000000	chr13	0.311663	0.335614	0.091449	0	0.155206	0.140005	0.0797182	0.180393
chr13:63000000-63500000	chr13	0.225149	-0.042114	0.247408	0	-1.03854	-0.915058	-0.961921	-1.03982
chr13:63500000-64000000	chr13	0.089449	-0.298556	0.100483	0	-1.35663	-1.33402	-1.38957	-1.16157
chr13:64000000-64500000	chr13	-0.037451	-0.072867	-0.086556	2	-1.24535	-1.25411	-1.34942	-0.921657
chr13:64500000-65000000	chr13	0.024753	-0.291184	-0.047747	0	-0.827944	-0.811086	-0.95354	-0.795183
chr13:65000000-65500000	chr13	0.088653	-0.670642	-0.053298	0	-1.23258	-1.31851	-1.43939	-1.38463
chr13:65500000-66000000	chr13	-0.317227	-0.291613	-0.084321	0	-0.527916	-0.601512	-1.18165	-1.19743
chr13:66000000-66500000	chr13	-0.192157	-0.581097	-0.159365	0	-0.999529	-1.01522	-1.3652	-1.23264
chr13:66500000-67000000	chr13	-0.297389	-0.189021	-0.073999	0	-1.28311	-1.22543	-1.23821	-1.1409
chr13:67000000-67500000	chr13	-0.291815	-0.410717	-0.046908	0	-1.39108	-1.34589	-1.39545	-1.4335
chr13:67500000-68000000	chr13	-0.047936	-0.5132	-0.001663	1	-1.24585	-1.26917	-1.3027	-1.38665
chr13:68000000-68500000	chr13	0.088213	0.179829	0.36156	0	-1.40246	-1.38794	-1.51044	-1.40041
chr13:68500000-69000000	chr13	0.261193	0.154388	0.125975	0	-1.02877	-0.959043	-1.05124	-1.01775
chr13:69000000-69500000	chr13	0.264569	0.078404	0.43139	0	-1.31228	-1.27432	-1.30334	-1.11384
chr13:69500000-70000000	chr13	0.536256	0.295783	0.383311	0	-1.34098	-1.35571	-1.17332	-1.08854
chr13:70000000-70500000	chr13	0.254322	0.489298	0.63818	0	-0.768769	-0.745155	-0.926621	-0.663137
chr13:70500000-71000000	chr13	0.243882	0.404623	0.571839	2	-1.39954	-1.44109	-1.44265	-1.46212
chr13:71000000-71500000	chr13	0.073641	0.275703	0.249931	0	-1.44008	-1.46367	-1.38153	-1.4455
chr13:71500000-72000000	chr13	-0.033723	0.250209	0.100746	0	-1.23987	-1.16784	-1.28405	-1.30048
chr13:72000000-72500000	chr13	-0.260708	0.057164	0.112491	1	-1.31845	-1.33618	-1.43099	-1.31082
chr13:72500000-73000000	chr13	-0.111636	0.171982	-0.261916	0	-1.43447	-1.3984	-1.43307	-1.5514
chr13:73000000-73500000	chr13	-0.097517	-0.029159	-0.265105	4	0.218967	0.183349	0.0445345	-0.0400027
chr13:73500000-74000000	chr13	-0.260192	-0.219221	-0.173559	1	-0.579678	-0.730978	-0.574652	-0.69702
chr13:74000000-74500000	chr13	-0.094387	-0.219602	-0.164407	0	-0.978974	-0.832159	-0.885888	-1.00254
chr13:74500000-75000000	chr13	-0.0971	-0.642345	-0.144284	1	-0.804047	-0.795998	-0.736305	-0.587515
chr13:75000000-75500000	chr13	-0.130303	-0.178608	-0.346874	0	-1.14933	-1.3231	-1.38109	-1.36188
chr13:75500000-76000000	chr13	-0.068397	-0.460947	-0.488845	0	-0.247775	-0.361445	-0.483084	-0.236636
chr13:76000000-76500000	chr13	-0.169585	-0.81692	-0.166793	4	1.23776	1.21438	1.08026	1.18525
chr13:76500000-77000000	chr13	0.100179	-0.298161	-0.203297	0	-1.39159	-1.38536	-1.38657	-1.45592
chr13:77000000-77500000	chr13	0.023089	-0.322375	-0.095684	1	-1.31388	-1.32716	-1.27391	-1.29747
chr13:77500000-78000000	chr13	-0.135248	-0.013938	-0.099901	5	1.27184	1.34436	1.30639	1.29762
chr13:78000000-78500000	chr13	-0.04668	0.818466	-0.080831	3	1.17056	1.17679	1.16394	1.15106
chr13:78500000-79000000	chr13	0.029643	0.676608	0.228319	0	0.502454	0.434119	0.572366	0.609058
chr13:79000000-79500000	chr13	0.132669	1.0073	-0.287559	2	-0.410734	-0.595186	-0.307858	-0.234593
chr13:79500000-80000000	chr13	0.168503	0.59454	-0.137218	1	1.08982	1.19659	1.21255	1.21874
chr13:80000000-80500000	chr13	-0.117877	-0.296385	-0.252457	1	-0.073734	0.18348	0.176946	-0.103753
chr13:80500000-81000000	chr13	0.007458	-0.614377	-0.007056	1	0.196852	0.230592	0.0865391	0.0752591
chr13:81000000-81500000	chr13	0.316948	0.260658	0.315363	0	-1.11572	-1.07832	-1.14518	-1.1036
chr13:81500000-82000000	chr13	0.382726	0.43458	0.426519	0	-1.39606	-1.43009	-1.42681	-1.41598
chr13:82000000-82500000	chr13	0.309456	0.349395	0.454235	0	-1.28199	-1.26673	-1.35664	-1.38791
chr13:82500000-83000000	chr13	0.256956	0.28338	0.223601	0	-1.42171	-1.43729	-1.43764	-1.45153
chr13:83000000-83500000	chr13	0.511363	-0.10742	0.590455	0	-1.29943	-1.27266	-1.29628	-1.23783
chr13:83500000-84000000	chr13	0.337101	-0.139163	0.303489	0	-0.33429	-0.306473	-0.957339	-0.852626
chr13:84000000-84500000	chr13	0.230781	-0.117166	0.240257	1	0.684621	0.681653	-0.355954	-0.47575
chr13:84500000-85000000	chr13	0.044879	0.049623	0.013134	0	0.874302	0.910614	-0.00104917	0.197364
chr13:85000000-85500000	chr13	0.132143	-0.013103	0.298994	0	-0.684669	-0.587396	-1.09456	-0.850141
chr13:85500000-86000000	chr13	-0.005844	0.088405	-0.081998	0	-1.2509	-1.23407	-1.43126	-1.44939
chr13:86000000-86500000	chr13	0.059852	-0.042273	-0.149954	1	0.0786387	0.134488	-0.43452	-0.347518
chr13:86500000-87000000	chr13	0.346263	0.17483	0.207819	0	-1.39173	-1.38775	-1.27997	-1.23071
chr13:87000000-87500000	chr13	0.16397	0.366471	0.212041	0	-1.45036	-1.39189	-1.4225	-1.42207
chr13:87500000-88000000	chr13	-0.035143	-0.46648	-0.000911	0	-1.27502	-1.35016	-1.30048	-1.23123
chr13:88000000-88500000	chr13	0.152823	0.127951	0.275988	1	-0.331173	-0.225011	-0.285941	-0.27414
chr13:88500000-89000000	chr13	0.119912	0.096946	0.251148	0	-0.773034	-0.984939	-1.18804	-1.03932
chr13:89000000-89500000	chr13	0.339362	0.386643	0.208857	0	-0.941115	-1.02089	-0.958637	-0.912343
chr13:89500000-90000000	chr13	0.313172	0.105011	0.558662	0	-1.1957	-1.14382	-1.23661	-1.23493
chr13:90000000-90500000	chr13	0.22255	-0.304204	0.270765	0	-1.37037	-1.29468	-1.37116	-1.18311
chr13:90500000-91000000	chr13	-0.124133	0.005758	0.147729	0	-1.3686	-1.28725	-1.35067	-1.32312
chr13:91000000-91500000	chr13	-0.277964	0.215889	-0.007292	0	-1.36271	-1.28135	-1.3684	-1.35568
chr13:91500000-92000000	chr13	0.055332	0.468458	-0.214914	1	-0.559783	-0.457984	-0.685497	-0.331768
chr13:92000000-92500000	chr13	0.220773	0.174486	-0.100502	1	-1.28527	-1.21988	-1.22996	-1.237
chr13:92500000-93000000	chr13	0.220473	-0.203138	-0.128385	0	-1.43525	-1.4005	-1.3726	-1.33789
chr13:93000000-93500000	chr13	-0.169459	-0.180054	-0.172979	0	-1.38097	-1.35432	-1.38057	-1.45304
chr13:93500000-94000000	chr13	0.156216	-0.65813	-0.162549	1	-1.32757	-1.34216	-1.34736	-1.29129
chr13:94000000-94500000	chr13	-0.129042	-0.714331	-0.08044	0	-1.39157	-1.40219	-1.39295	-1.47211
chr13:94500000-95000000	chr13	-0.108263	-0.503106	-0.22606	0	-1.32611	-1.35074	-1.37269	-1.46074
chr13:95000000-95500000	chr13	-0.157831	0.222496	-0.486397	4	-0.435068	-0.41854	-0.52782	-0.688548
chr13:95500000-96000000	chr13	-0.387674	0.294267	-0.391279	1	0.903681	0.888511	0.681442	0.746897
chr13:96000000-96500000	chr13	-0.063449	-0.138878	-0.376579	3	0.848643	0.762141	0.559756	0.424528
chr13:96500000-97000000	chr13	-0.083364	0.609748	-0.195547	2	-0.695565	-0.838939	-0.932494	-0.675004
chr13:97000000-97500000	chr13	0.29386	0.933328	0.298204	0	-1.46277	-1.44862	-1.49724	-1.49419
chr13:97500000-98000000	chr13	0.0055	-0.079853	-0.051693	2	-0.74956	-0.624998	-0.75888	-0.679249
chr13:98000000-98500000	chr13	-0.074316	0.159583	-0.095857	1	0.210996	0.0772579	-0.158363	-0.149072
chr13:98500000-99000000	chr13	0.077537	-0.643034	-0.356534	3	-0.170674	-0.172805	-0.212924	-0.197345
chr13:99000000-99500000	chr13	-0.05361	-0.522788	-0.405495	2	0.592309	0.59424	0.675912	0.810864
chr13:99500000-100000000	chr13	-0.226552	-0.536827	-0.111724	4	0.868821	0.99517	0.982319	0.913796
chr13:100000000-100500000	chr13	-0.092649	-0.074796	-0.210087	2	1.12774	1.22302	1.17064	1.16244
chr13:100500000-101000000	chr13	-0.119345	-0.345046	-0.267084	3	0.986991	0.940842	0.897248	0.941078
chr13:101000000-101500000	chr13	-0.183807	0.323034	-0.411542	2	0.169893	0.18156	0.240497	0.180409
chr13:101500000-102000000	chr13	-0.012623	0.398184	-0.197221	0	-1.21859	-1.24395	-1.26826	-1.19105
chr13:102000000-102500000	chr13	-0.106066	0.180783	-0.013773	2	-1.30288	-1.38751	-1.42067	-1.34417
chr13:102500000-103000000	chr13	0.210602	0.992282	0.148239	1	-1.31981	-1.38806	-1.3361	-1.39456
chr13:103000000-103500000	chr13	0.024818	0.602294	-0.015853	7	-0.257131	-0.101559	-0.104679	-0.075968
chr13:103500000-104000000	chr13	0.178515	0.636439	-0.110171	1	0.957856	1.0005	0.902398	1.14019
chr13:104000000-104500000	chr13	0.314218	0.422279	0.203267	0	-0.555565	-0.501469	-0.707344	-0.586658
chr13:104500000-105000000	chr13	0.14454	-0.184476	0.041721	0	-1.10294	-1.14939	-1.2353	-1.22078
chr13:105000000-105500000	chr13	0.344305	-0.022974	-0.007321	0	-0.964211	-0.999607	-1.32129	-1.2561
chr13:105500000-106000000	chr13	0.048629	-0.197232	-0.317617	0	-1.12805	-1.0888	-1.27849	-1.1294
chr13:106000000-106500000	chr13	-0.081112	-0.635788	-0.181753	1	-1.30935	-1.37762	-1.37098	-1.31311
